Unnamed: 0,date,BW,BY,BE,BB,HB,HH,HE,MV,NI,NW,RP,SL,SN,ST,SH,TH
0,2014-01-30,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,2014-01-31,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
2,2014-02-01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2014-02-02,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2014-02-03,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False
5,2014-02-04,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False
6,2014-02-05,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False
7,2014-02-06,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False
8,2014-02-07,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False
9,2014-02-08,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
10,2014-02-09,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
11,2014-02-10,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
12,2014-02-11,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
13,2014-02-12,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
14,2014-02-13,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
15,2014-02-14,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
16,2014-02-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,2014-02-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,2014-02-17,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
19,2014-02-18,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
20,2014-02-19,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
21,2014-02-20,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
22,2014-02-21,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
23,2014-02-22,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
24,2014-02-23,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
25,2014-02-24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
26,2014-02-25,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
27,2014-02-26,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
28,2014-02-27,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
29,2014-02-28,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
30,2014-03-01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,2014-03-02,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,2014-03-03,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
33,2014-03-04,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
34,2014-03-05,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
35,2014-03-06,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
36,2014-03-07,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
37,2014-03-08,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
38,2014-03-09,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
39,2014-03-10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
40,2014-03-11,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
41,2014-03-12,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
42,2014-03-13,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
43,2014-03-14,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
44,2014-03-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,2014-03-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,2014-03-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,2014-03-18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,2014-03-19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,2014-03-20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,2014-03-21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,2014-03-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,2014-03-23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,2014-03-24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,2014-03-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,2014-03-26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,2014-03-27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,2014-03-28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,2014-03-29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,2014-03-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,2014-03-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,2014-04-01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,2014-04-02,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,2014-04-03,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
64,2014-04-04,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
65,2014-04-05,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
66,2014-04-06,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
67,2014-04-07,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
68,2014-04-08,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
69,2014-04-09,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
70,2014-04-10,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
71,2014-04-11,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
72,2014-04-12,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
73,2014-04-13,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
74,2014-04-14,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False
75,2014-04-15,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False
76,2014-04-16,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False
77,2014-04-17,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False
78,2014-04-18,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False
79,2014-04-19,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False
80,2014-04-20,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False
81,2014-04-21,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False
82,2014-04-22,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True
83,2014-04-23,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,True
84,2014-04-24,True,True,True,True,False,False,True,False,False,True,True,True,True,False,True,True
85,2014-04-25,True,True,True,True,False,False,True,False,False,True,True,True,True,False,True,True
86,2014-04-26,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True
87,2014-04-27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
88,2014-04-28,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
89,2014-04-29,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
90,2014-04-30,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
91,2014-05-01,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
92,2014-05-02,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True
93,2014-05-03,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94,2014-05-04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,2014-05-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,2014-05-06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,2014-05-07,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,2014-05-08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,2014-05-09,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100,2014-05-10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,2014-05-11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102,2014-05-12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,2014-05-13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,2014-05-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,2014-05-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,2014-05-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,2014-05-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,2014-05-18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,2014-05-19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,2014-05-20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111,2014-05-21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,2014-05-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
113,2014-05-23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,2014-05-24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,2014-05-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,2014-05-26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,2014-05-27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,2014-05-28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,2014-05-29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,2014-05-30,False,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True
121,2014-05-31,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
122,2014-06-01,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
123,2014-06-02,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
124,2014-06-03,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
125,2014-06-04,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
126,2014-06-05,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
127,2014-06-06,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
128,2014-06-07,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
129,2014-06-08,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
130,2014-06-09,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
131,2014-06-10,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False
132,2014-06-11,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,2014-06-12,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,2014-06-13,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135,2014-06-14,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,2014-06-15,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,2014-06-16,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,2014-06-17,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,2014-06-18,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
140,2014-06-19,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,2014-06-20,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
142,2014-06-21,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,2014-06-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,2014-06-23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,2014-06-24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,2014-06-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,2014-06-26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,2014-06-27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,2014-06-28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,2014-06-29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,2014-06-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,2014-07-01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,2014-07-02,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154,2014-07-03,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,2014-07-04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,2014-07-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
157,2014-07-06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,2014-07-07,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
159,2014-07-08,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
160,2014-07-09,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
161,2014-07-10,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False
162,2014-07-11,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False
163,2014-07-12,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False
164,2014-07-13,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False
165,2014-07-14,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False
166,2014-07-15,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False
167,2014-07-16,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False
168,2014-07-17,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False
169,2014-07-18,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False
170,2014-07-19,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False
171,2014-07-20,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False
172,2014-07-21,False,False,True,True,False,True,False,True,False,True,False,False,True,True,True,True
173,2014-07-22,False,False,True,True,False,True,False,True,False,True,False,False,True,True,True,True
174,2014-07-23,False,False,True,True,False,True,False,True,False,True,False,False,True,True,True,True
175,2014-07-24,False,False,True,True,False,True,False,True,False,True,False,False,True,True,True,True
176,2014-07-25,False,False,True,True,False,True,False,True,False,True,False,False,True,True,True,True
177,2014-07-26,False,False,True,True,False,True,False,True,False,True,False,False,True,True,True,True
178,2014-07-27,False,False,True,True,False,True,False,True,False,True,False,False,True,True,True,True
179,2014-07-28,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True
180,2014-07-29,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True
181,2014-07-30,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True
182,2014-07-31,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
183,2014-08-01,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
184,2014-08-02,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
185,2014-08-03,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
186,2014-08-04,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
187,2014-08-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
188,2014-08-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
189,2014-08-07,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
190,2014-08-08,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
191,2014-08-09,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
192,2014-08-10,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
193,2014-08-11,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
194,2014-08-12,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
195,2014-08-13,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
196,2014-08-14,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
197,2014-08-15,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
198,2014-08-16,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
199,2014-08-17,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
200,2014-08-18,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
201,2014-08-19,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
202,2014-08-20,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
203,2014-08-21,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
204,2014-08-22,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
205,2014-08-23,True,True,False,False,True,False,True,False,True,False,True,True,True,True,False,True
206,2014-08-24,True,True,False,False,True,False,True,False,True,False,True,True,True,True,False,True
207,2014-08-25,True,True,False,False,True,False,True,False,True,False,True,True,True,True,False,True
208,2014-08-26,True,True,False,False,True,False,True,False,True,False,True,True,True,True,False,True
209,2014-08-27,True,True,False,False,True,False,True,False,True,False,True,True,True,True,False,True
210,2014-08-28,True,True,False,False,True,False,True,False,True,False,True,True,True,True,False,True
211,2014-08-29,True,True,False,False,True,False,True,False,True,False,True,True,True,True,False,True
212,2014-08-30,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False
213,2014-08-31,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False
214,2014-09-01,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False
215,2014-09-02,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False
216,2014-09-03,True,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False
217,2014-09-04,True,True,False,False,True,False,True,False,True,False,True,True,False,False,False,False
218,2014-09-05,True,True,False,False,True,False,True,False,True,False,True,True,False,False,False,False
219,2014-09-06,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
220,2014-09-07,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
221,2014-09-08,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
222,2014-09-09,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
223,2014-09-10,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
224,2014-09-11,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
225,2014-09-12,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
226,2014-09-13,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
227,2014-09-14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
228,2014-09-15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
229,2014-09-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
230,2014-09-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
231,2014-09-18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
232,2014-09-19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
233,2014-09-20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
234,2014-09-21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
235,2014-09-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
236,2014-09-23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
237,2014-09-24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
238,2014-09-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
239,2014-09-26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
240,2014-09-27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
241,2014-09-28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
242,2014-09-29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
243,2014-09-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
244,2014-10-01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
245,2014-10-02,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
246,2014-10-03,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
247,2014-10-04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
248,2014-10-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
249,2014-10-06,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
250,2014-10-07,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
251,2014-10-08,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
252,2014-10-09,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
253,2014-10-10,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
254,2014-10-11,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
255,2014-10-12,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
256,2014-10-13,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
257,2014-10-14,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
258,2014-10-15,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
259,2014-10-16,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
260,2014-10-17,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
261,2014-10-18,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
262,2014-10-19,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
263,2014-10-20,False,False,True,True,False,True,True,True,False,False,True,True,True,False,True,False
264,2014-10-21,False,False,True,True,False,True,True,True,False,False,True,True,True,False,True,False
265,2014-10-22,False,False,True,True,False,True,True,True,False,False,True,True,True,False,True,False
266,2014-10-23,False,False,True,True,False,True,True,True,False,False,True,True,True,False,True,False
267,2014-10-24,False,False,True,True,False,True,True,True,False,False,True,True,True,False,True,False
268,2014-10-25,False,False,True,True,False,False,True,False,False,False,True,True,True,False,False,False
269,2014-10-26,False,False,True,True,False,False,True,False,False,False,True,True,True,False,False,False
270,2014-10-27,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,False
271,2014-10-28,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,False
272,2014-10-29,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,False
273,2014-10-30,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,False
274,2014-10-31,True,True,True,False,True,False,True,False,True,False,True,True,False,False,False,False
275,2014-11-01,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
276,2014-11-02,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
277,2014-11-03,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
278,2014-11-04,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
279,2014-11-05,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
280,2014-11-06,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
281,2014-11-07,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
282,2014-11-08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
283,2014-11-09,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
284,2014-11-10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
285,2014-11-11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
286,2014-11-12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
287,2014-11-13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
288,2014-11-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
289,2014-11-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
290,2014-11-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
291,2014-11-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
292,2014-11-18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
293,2014-11-19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
294,2014-11-20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
295,2014-11-21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
296,2014-11-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
297,2014-11-23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
298,2014-11-24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
299,2014-11-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
300,2014-11-26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
301,2014-11-27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
302,2014-11-28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
303,2014-11-29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
304,2014-11-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
305,2014-12-01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
306,2014-12-02,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
307,2014-12-03,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
308,2014-12-04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
309,2014-12-05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
310,2014-12-06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
311,2014-12-07,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312,2014-12-08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
313,2014-12-09,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
314,2014-12-10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
315,2014-12-11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
316,2014-12-12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
317,2014-12-13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
318,2014-12-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
319,2014-12-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
320,2014-12-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
321,2014-12-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
322,2014-12-18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
323,2014-12-19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
324,2014-12-20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
325,2014-12-21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
326,2014-12-22,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
327,2014-12-23,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
328,2014-12-24,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
329,2014-12-25,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
330,2014-12-26,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
331,2014-12-27,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
332,2014-12-28,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
333,2014-12-29,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
334,2014-12-30,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
335,2014-12-31,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
336,2015-01-01,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
337,2015-01-02,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
338,2015-01-03,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True
339,2015-01-04,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False
