,date,diesel_mean,e5_mean,e10_mean
1411,2018-04-19,1.203,1.395,1.344
1412,2018-04-20,1.213,1.398,1.343
1413,2018-04-21,1.213,1.397,1.347
1414,2018-04-22,1.227,1.416,1.363
1415,2018-04-23,1.216,1.406,1.344
1416,2018-04-24,1.211,1.405,1.342
1417,2018-04-25,1.228,1.415,1.364
1418,2018-04-26,1.223,1.413,1.362
1419,2018-04-27,1.229,1.418,1.366
1420,2018-04-28,1.225,1.415,1.353
1421,2018-04-29,1.251,1.434,1.381
1422,2018-04-30,1.234,1.424,1.361
1423,2018-05-01,1.238,1.431,1.379
1424,2018-05-02,1.234,1.425,1.367
1425,2018-05-03,1.229,1.42,1.368
1426,2018-05-04,1.235,1.422,1.37
1427,2018-05-05,1.225,1.419,1.361
1428,2018-05-06,1.249,1.442,1.389
1429,2018-05-07,1.228,1.425,1.373
1430,2018-05-08,1.245,1.437,1.373
1431,2018-05-09,1.228,1.422,1.359
1432,2018-05-10,1.257,1.449,1.396
1433,2018-05-11,1.262,1.453,1.391
1434,2018-05-12,1.258,1.45,1.388
1435,2018-05-13,1.274,1.466,1.414
1436,2018-05-14,1.261,1.452,1.39
1437,2018-05-15,1.269,1.457,1.405
1438,2018-05-16,1.275,1.459,1.407
1439,2018-05-17,1.284,1.466,1.415
1440,2018-05-18,1.292,1.475,1.425
1441,2018-05-19,1.285,1.474,1.423
1442,2018-05-20,1.296,1.493,1.44
1443,2018-05-21,1.293,1.483,1.43
1444,2018-05-22,1.29,1.484,1.432
1445,2018-05-23,1.287,1.48,1.421
1446,2018-05-24,1.29,1.483,1.419
1447,2018-05-25,1.295,1.482,1.419
1448,2018-05-26,1.292,1.478,1.427
1449,2018-05-27,1.301,1.49,1.438
1450,2018-05-28,1.299,1.484,1.421
1451,2018-05-29,1.294,1.478,1.427
1452,2018-05-30,1.302,1.481,1.43
1453,2018-05-31,1.305,1.485,1.432
1454,2018-06-01,1.297,1.477,1.413
1455,2018-06-02,1.289,1.469,1.406
1456,2018-06-03,1.295,1.48,1.428
1457,2018-06-04,1.289,1.468,1.406
1458,2018-06-05,1.29,1.469,1.404
1459,2018-06-06,1.281,1.461,1.409
1460,2018-06-07,1.285,1.464,1.412
1461,2018-06-08,1.281,1.459,1.407
1462,2018-06-09,1.273,1.467,1.405
1463,2018-06-10,1.272,1.459,1.407
1464,2018-06-11,1.272,1.455,1.404
1465,2018-06-12,1.273,1.457,1.405
1466,2018-06-13,1.276,1.458,1.394
1467,2018-06-14,1.272,1.453,1.401
1468,2018-06-15,1.274,1.455,1.403
1469,2018-06-16,1.269,1.459,1.396
1470,2018-06-17,1.272,1.46,1.408
1471,2018-06-18,1.265,1.45,1.387
1472,2018-06-19,1.27,1.454,1.402
1473,2018-06-20,1.264,1.447,1.395
1474,2018-06-21,1.264,1.448,1.396
1475,2018-06-22,1.26,1.441,1.389
1476,2018-06-23,1.258,1.44,1.389
1477,2018-06-24,1.264,1.45,1.398
1478,2018-06-25,1.252,1.437,1.386
1479,2018-06-26,1.253,1.44,1.384
1480,2018-06-27,1.257,1.443,1.381
1481,2018-06-28,1.256,1.445,1.382
1482,2018-06-29,1.263,1.452,1.416
1483,2018-06-30,1.268,1.457,1.411
1484,2018-07-01,1.267,1.463,1.427
1485,2018-07-02,1.264,1.451,1.409
1486,2018-07-03,1.271,1.46,1.422
1487,2018-07-04,1.27,1.463,1.427
1488,2018-07-05,1.274,1.461,1.413
1489,2018-07-06,1.266,1.455,1.419
1490,2018-07-07,1.267,1.449,1.403
1491,2018-07-08,1.27,1.459,1.422
1492,2018-07-09,1.272,1.456,1.407
1493,2018-07-10,1.273,1.456,1.404
1494,2018-07-11,1.276,1.463,1.413
1495,2018-07-12,1.274,1.462,1.408
1496,2018-07-13,1.271,1.46,1.397
1497,2018-07-14,1.263,1.463,1.4
1498,2018-07-15,1.262,1.468,1.416
1499,2018-07-16,1.259,1.451,1.389
1500,2018-07-17,1.258,1.449,1.386
1501,2018-07-18,1.25,1.439,1.375
1502,2018-07-19,1.251,1.441,1.391
1503,2018-07-20,1.248,1.439,1.384
1504,2018-07-21,1.251,1.452,1.39
1505,2018-07-22,1.254,1.453,1.402
1506,2018-07-23,1.253,1.455,1.398
1507,2018-07-24,1.255,1.458,1.408
1508,2018-07-25,1.254,1.458,1.4
1509,2018-07-26,1.256,1.456,1.406
1510,2018-07-27,1.252,1.459,1.396
1511,2018-07-28,1.253,1.465,1.429
1512,2018-07-29,1.263,1.476,1.439
1513,2018-07-30,1.262,1.472,1.422
1514,2018-07-31,1.26,1.466,1.403
1515,2018-08-01,1.263,1.467,1.404
1516,2018-08-02,1.262,1.47,1.407
1517,2018-08-03,1.261,1.468,1.407
1518,2018-08-04,1.25,1.47,1.423
1519,2018-08-05,1.26,1.485,1.449
1520,2018-08-06,1.262,1.477,1.428
1521,2018-08-07,1.265,1.479,1.443
1522,2018-08-08,1.27,1.486,1.449
1523,2018-08-09,1.268,1.483,1.446
1524,2018-08-10,1.28,1.487,1.43
1525,2018-08-11,1.273,1.485,1.435
1526,2018-08-12,1.275,1.49,1.439
1527,2018-08-13,1.271,1.477,1.427
1528,2018-08-14,1.278,1.478,1.428
1529,2018-08-15,1.281,1.481,1.431
1530,2018-08-16,1.281,1.486,1.436
1531,2018-08-17,1.278,1.481,1.431
1532,2018-08-18,1.28,1.479,1.429
1533,2018-08-19,1.284,1.485,1.434
1534,2018-08-20,1.286,1.489,1.427
1535,2018-08-21,1.288,1.488,1.437
1536,2018-08-22,1.296,1.494,1.43
1537,2018-08-23,1.293,1.489,1.438
1538,2018-08-24,1.294,1.49,1.449
1539,2018-08-25,1.298,1.496,1.461
1540,2018-08-26,1.305,1.503,1.468
1541,2018-08-27,1.305,1.497,1.462
1542,2018-08-28,1.306,1.498,1.462
1543,2018-08-29,1.309,1.496,1.448
1544,2018-08-30,1.311,1.499,1.448
1545,2018-08-31,1.311,1.498,1.449
1546,2018-09-01,1.311,1.498,1.45
1547,2018-09-02,1.314,1.499,1.462
1548,2018-09-03,1.319,1.501,1.447
1549,2018-09-04,1.314,1.497,1.434
1550,2018-09-05,1.324,1.505,1.441
1551,2018-09-06,1.321,1.501,1.438
1552,2018-09-07,1.331,1.51,1.446
1553,2018-09-08,1.327,1.509,1.445
1554,2018-09-09,1.336,1.513,1.461
1555,2018-09-10,1.327,1.503,1.445
1556,2018-09-11,1.324,1.508,1.456
1557,2018-09-12,1.328,1.512,1.454
1558,2018-09-13,1.328,1.517,1.465
1559,2018-09-14,1.329,1.519,1.447
1560,2018-09-15,1.329,1.521,1.444
1561,2018-09-16,1.336,1.525,1.459
1562,2018-09-17,1.322,1.512,1.434
1563,2018-09-18,1.311,1.502,1.436
1564,2018-09-19,1.316,1.506,1.441
1565,2018-09-20,1.314,1.497,1.421
1566,2018-09-21,1.313,1.498,1.434
1567,2018-09-22,1.307,1.498,1.423
1568,2018-09-23,1.317,1.503,1.438
1569,2018-09-24,1.301,1.492,1.417
1570,2018-09-25,1.308,1.488,1.423
1571,2018-09-26,1.297,1.479,1.415
1572,2018-09-27,1.311,1.484,1.418
1573,2018-09-28,1.312,1.488,1.422
1574,2018-09-29,1.313,1.492,1.427
1575,2018-09-30,1.321,1.493,1.421
1576,2018-10-01,1.316,1.494,1.43
1577,2018-10-02,1.328,1.497,1.446
1578,2018-10-03,1.336,1.504,1.452
1579,2018-10-04,1.335,1.502,1.438
1580,2018-10-05,1.346,1.499,1.434
1581,2018-10-06,1.35,1.504,1.441
1582,2018-10-07,1.356,1.505,1.454
1583,2018-10-08,1.35,1.505,1.442
1584,2018-10-09,1.351,1.505,1.453
1585,2018-10-10,1.345,1.497,1.446
1586,2018-10-11,1.345,1.496,1.431
1587,2018-10-12,1.35,1.499,1.42
1588,2018-10-13,1.333,1.479,1.415
1589,2018-10-14,1.344,1.487,1.421
1590,2018-10-15,1.341,1.483,1.41
1591,2018-10-16,1.335,1.472,1.395
1592,2018-10-17,1.333,1.472,1.394
1593,2018-10-18,1.341,1.481,1.415
1594,2018-10-19,1.347,1.487,1.411
1595,2018-10-20,1.353,1.49,1.416
1596,2018-10-21,1.366,1.506,1.443
1597,2018-10-22,1.359,1.494,1.421
1598,2018-10-23,1.369,1.495,1.421
1599,2018-10-24,1.382,1.498,1.424
1600,2018-10-25,1.389,1.499,1.426
1601,2018-10-26,1.391,1.505,1.445
1602,2018-10-27,1.392,1.512,1.465
1603,2018-10-28,1.404,1.524,1.476
1604,2018-10-29,1.403,1.521,1.462
1605,2018-10-30,1.414,1.52,1.459
1606,2018-10-31,1.428,1.514,1.453
1607,2018-11-01,1.432,1.532,1.484
1608,2018-11-02,1.432,1.534,1.474
1609,2018-11-03,1.432,1.532,1.472
1610,2018-11-04,1.437,1.54,1.492
1611,2018-11-05,1.433,1.525,1.472
1612,2018-11-06,1.435,1.536,1.475
1613,2018-11-07,1.436,1.528,1.475
1614,2018-11-08,1.44,1.535,1.476
1615,2018-11-09,1.452,1.551,1.489
1616,2018-11-10,1.456,1.555,1.494
1617,2018-11-11,1.459,1.56,1.512
1618,2018-11-12,1.449,1.547,1.486
1619,2018-11-13,1.441,1.544,1.5
1620,2018-11-14,1.441,1.547,1.491
1621,2018-11-15,1.44,1.548,1.493
1622,2018-11-16,1.43,1.544,1.468
1623,2018-11-17,1.43,1.544,1.468
1624,2018-11-18,1.422,1.537,1.474
1625,2018-11-19,1.415,1.534,1.472
1626,2018-11-20,1.406,1.526,1.474
1627,2018-11-21,1.396,1.518,1.467
1628,2018-11-22,1.385,1.515,1.441
1629,2018-11-23,1.375,1.511,1.437
1630,2018-11-24,1.371,1.507,1.433
1631,2018-11-25,1.377,1.515,1.452
1632,2018-11-26,1.368,1.502,1.429
1633,2018-11-27,1.363,1.495,1.434
1634,2018-11-28,1.366,1.494,1.425
1635,2018-11-29,1.37,1.487,1.42
1636,2018-11-30,1.36,1.477,1.429
1637,2018-12-01,1.352,1.471,1.413
1638,2018-12-02,1.359,1.474,1.425
1639,2018-12-03,1.358,1.477,1.417
1640,2018-12-04,1.358,1.476,1.416
1641,2018-12-05,1.352,1.474,1.414
1642,2018-12-06,1.338,1.465,1.404
1643,2018-12-07,1.337,1.458,1.398
1644,2018-12-08,1.332,1.452,1.392
1645,2018-12-09,1.333,1.462,1.413
1646,2018-12-10,1.319,1.447,1.386
1647,2018-12-11,1.322,1.446,1.381
1648,2018-12-12,1.313,1.441,1.389
1649,2018-12-13,1.306,1.43,1.367
1650,2018-12-14,1.301,1.429,1.377
1651,2018-12-15,1.289,1.426,1.365
1652,2018-12-16,1.297,1.438,1.385
1653,2018-12-17,1.297,1.432,1.368
1654,2018-12-18,1.278,1.419,1.356
1655,2018-12-19,1.277,1.414,1.362
1656,2018-12-20,1.274,1.407,1.344
1657,2018-12-21,1.266,1.4,1.337
1658,2018-12-22,1.244,1.383,1.322
1659,2018-12-23,1.236,1.385,1.335
1660,2018-12-24,1.236,1.379,1.317
1661,2018-12-25,1.239,1.384,1.333
1662,2018-12-26,1.239,1.382,1.331
1663,2018-12-27,1.228,1.377,1.326
1664,2018-12-28,1.219,1.37,1.308
1665,2018-12-29,1.215,1.365,1.315
1666,2018-12-30,1.222,1.372,1.321
1667,2018-12-31,1.219,1.372,1.31
1668,2019-01-01,1.218,1.368,1.329
1669,2019-01-02,1.199,1.354,1.304
1670,2019-01-03,1.188,1.349,1.292
1671,2019-01-04,1.201,1.354,1.291
1672,2019-01-05,1.203,1.359,1.296
1673,2019-01-06,1.211,1.366,1.314
1674,2019-01-07,1.214,1.364,1.301
1675,2019-01-08,1.212,1.361,1.298
1676,2019-01-09,1.209,1.356,1.293
1677,2019-01-10,1.214,1.357,1.294
1678,2019-01-11,1.213,1.359,1.295
1679,2019-01-12,1.215,1.36,1.296
1680,2019-01-13,1.224,1.364,1.312
1681,2019-01-14,1.221,1.359,1.296
1682,2019-01-15,1.218,1.352,1.301
1683,2019-01-16,1.218,1.342,1.292
1684,2019-01-17,1.218,1.338,1.281
1685,2019-01-18,1.223,1.349,1.285
1686,2019-01-19,1.215,1.343,1.291
1687,2019-01-20,1.228,1.351,1.299
1688,2019-01-21,1.226,1.347,1.289
1689,2019-01-22,1.219,1.336,1.285
1690,2019-01-23,1.223,1.342,1.291
1691,2019-01-24,1.226,1.342,1.291
1692,2019-01-25,1.224,1.341,1.29
1693,2019-01-26,1.223,1.338,1.287
1694,2019-01-27,1.227,1.341,1.289
1695,2019-01-28,1.225,1.338,1.287
1696,2019-01-29,1.224,1.335,1.284
1697,2019-01-30,1.222,1.334,1.283
1698,2019-01-31,1.223,1.328,1.277
1699,2019-02-01,1.225,1.325,1.274
1700,2019-02-02,1.228,1.325,1.265
1701,2019-02-03,1.233,1.33,1.278
1702,2019-02-04,1.232,1.329,1.267
1703,2019-02-05,1.234,1.33,1.267
1704,2019-02-06,1.231,1.329,1.267
1705,2019-02-07,1.235,1.334,1.283
1706,2019-02-08,1.231,1.325,1.263
1707,2019-02-09,1.231,1.329,1.267
1708,2019-02-10,1.236,1.334,1.282
1709,2019-02-11,1.229,1.325,1.263
1710,2019-02-12,1.23,1.325,1.274
1711,2019-02-13,1.234,1.326,1.276
1712,2019-02-14,1.236,1.33,1.279
1713,2019-02-15,1.235,1.329,1.279
1714,2019-02-16,1.244,1.34,1.29
1715,2019-02-17,1.251,1.357,1.305
1716,2019-02-18,1.248,1.351,1.289
1717,2019-02-19,1.252,1.355,1.303
1718,2019-02-20,1.251,1.354,1.303
1719,2019-02-21,1.247,1.353,1.297
1720,2019-02-22,1.246,1.353,1.291
1721,2019-02-23,1.252,1.352,1.29
1722,2019-02-24,1.262,1.367,1.315
1723,2019-02-25,1.258,1.359,1.297
1724,2019-02-26,1.259,1.36,1.309
1725,2019-02-27,1.254,1.356,1.304
1726,2019-02-28,1.254,1.354,1.303
1727,2019-03-01,1.258,1.355,1.303
1728,2019-03-02,1.241,1.344,1.308
1729,2019-03-03,1.257,1.353,1.317
1730,2019-03-04,1.25,1.347,1.3
1731,2019-03-05,1.247,1.343,1.306
1732,2019-03-06,1.25,1.353,1.305
1733,2019-03-07,1.247,1.35,1.313
1734,2019-03-08,1.249,1.354,1.315
1735,2019-03-09,1.255,1.361,1.302
1736,2019-03-10,1.265,1.365,1.329
1737,2019-03-11,1.251,1.359,1.301
1738,2019-03-12,1.245,1.357,1.32
1739,2019-03-13,1.25,1.36,1.32
1740,2019-03-14,1.249,1.361,1.298
1741,2019-03-15,1.246,1.359,1.323
1742,2019-03-16,1.239,1.361,1.326
1743,2019-03-17,1.252,1.377,1.34
1744,2019-03-18,1.254,1.368,1.319
1745,2019-03-19,1.248,1.362,1.31
1746,2019-03-20,1.238,1.361,1.309
1747,2019-03-21,1.24,1.373,1.314
1748,2019-03-22,1.239,1.373,1.322
1749,2019-03-23,1.236,1.376,1.326
1750,2019-03-24,1.247,1.393,1.341
1751,2019-03-25,1.245,1.387,1.324
1752,2019-03-26,1.246,1.394,1.33
1753,2019-03-27,1.245,1.402,1.338
1754,2019-03-28,1.244,1.404,1.34
1755,2019-03-29,1.234,1.401,1.338
1756,2019-03-30,1.234,1.4,1.348
1757,2019-03-31,1.228,1.403,1.35
1758,2019-04-01,1.238,1.413,1.36
1759,2019-04-02,1.239,1.417,1.364
1760,2019-04-03,1.237,1.42,1.357
1761,2019-04-04,1.238,1.423,1.359
1762,2019-04-05,1.237,1.422,1.37
1763,2019-04-06,1.239,1.426,1.365
1764,2019-04-07,1.243,1.434,1.381
1765,2019-04-08,1.241,1.434,1.37
1766,2019-04-09,1.245,1.437,1.373
1767,2019-04-10,1.25,1.442,1.378
1768,2019-04-11,1.254,1.447,1.382
1769,2019-04-12,1.248,1.451,1.387
1770,2019-04-13,1.255,1.455,1.391
1771,2019-04-14,1.269,1.471,1.417
1772,2019-04-15,1.256,1.461,1.396
1773,2019-04-16,1.253,1.458,1.392
1774,2019-04-17,1.257,1.459,1.395
1775,2019-04-18,1.26,1.46,1.396
1776,2019-04-19,1.267,1.467,1.414
1777,2019-04-20,1.266,1.468,1.415
1778,2019-04-21,1.276,1.476,1.421
1779,2019-04-22,1.268,1.467,1.413
1780,2019-04-23,1.264,1.466,1.402
1781,2019-04-24,1.267,1.468,1.404
1782,2019-04-25,1.273,1.473,1.408
1783,2019-04-26,1.273,1.475,1.41
1784,2019-04-27,1.273,1.482,1.416
1785,2019-04-28,1.279,1.49,1.436
1786,2019-04-29,1.263,1.475,1.416
1787,2019-04-30,1.265,1.475,1.41
1788,2019-05-01,1.273,1.484,1.43
1789,2019-05-02,1.266,1.476,1.412
1790,2019-05-03,1.266,1.48,1.414
1791,2019-05-04,1.27,1.481,1.415
1792,2019-05-05,1.282,1.488,1.434
1793,2019-05-06,1.277,1.482,1.418
1794,2019-05-07,1.278,1.485,1.419
1795,2019-05-08,1.27,1.484,1.419
1796,2019-05-09,1.263,1.483,1.417
1797,2019-05-10,1.261,1.483,1.418
1798,2019-05-11,1.265,1.484,1.419
1799,2019-05-12,1.276,1.493,1.439
1800,2019-05-13,1.276,1.493,1.428
1801,2019-05-14,1.268,1.486,1.421
1802,2019-05-15,1.27,1.491,1.425
1803,2019-05-16,1.272,1.492,1.426
1804,2019-05-17,1.279,1.502,1.436
1805,2019-05-18,1.285,1.507,1.441
1806,2019-05-19,1.29,1.515,1.46
1807,2019-05-20,1.287,1.514,1.454
1808,2019-05-21,1.289,1.521,1.455
1809,2019-05-22,1.281,1.528,1.461
1810,2019-05-23,1.276,1.53,1.464
1811,2019-05-24,1.269,1.527,1.46
1812,2019-05-25,1.262,1.521,1.455
1813,2019-05-26,1.272,1.53,1.476
1814,2019-05-27,1.263,1.524,1.457
1815,2019-05-28,1.257,1.517,1.451
1816,2019-05-29,1.26,1.516,1.45
1817,2019-05-30,1.279,1.527,1.473
1818,2019-05-31,1.263,1.513,1.448
1819,2019-06-01,1.256,1.511,1.445
1820,2019-06-02,1.269,1.519,1.464
1821,2019-06-03,1.264,1.51,1.448
1822,2019-06-04,1.251,1.496,1.429
1823,2019-06-05,1.234,1.481,1.415
1824,2019-06-06,1.23,1.472,1.406
1825,2019-06-07,1.238,1.469,1.403
1826,2019-06-08,1.222,1.46,1.396
1827,2019-06-09,1.244,1.482,1.428
1828,2019-06-10,1.233,1.477,1.423
1829,2019-06-11,1.231,1.475,1.41
1830,2019-06-12,1.22,1.461,1.396
1831,2019-06-13,1.224,1.46,1.395
1832,2019-06-14,1.217,1.456,1.391
1833,2019-06-15,1.215,1.45,1.397
1834,2019-06-16,1.223,1.457,1.404
1835,2019-06-17,1.225,1.456,1.392
1836,2019-06-18,1.218,1.456,1.391
1837,2019-06-19,1.219,1.451,1.386
1838,2019-06-20,1.219,1.445,1.391
1839,2019-06-21,1.226,1.449,1.384
1840,2019-06-22,1.228,1.449,1.384
1841,2019-06-23,1.235,1.455,1.401
1842,2019-06-24,1.229,1.447,1.382
1843,2019-06-25,1.22,1.447,1.381
1844,2019-06-26,1.219,1.445,1.379
1845,2019-06-27,1.229,1.448,1.382
1846,2019-06-28,1.231,1.446,1.38
1847,2019-06-29,1.22,1.435,1.37
1848,2019-06-30,1.228,1.447,1.381
1849,2019-07-01,1.229,1.447,1.381
1850,2019-07-02,1.227,1.444,1.377
1851,2019-07-03,1.226,1.445,1.379
1852,2019-07-04,1.223,1.437,1.37
1853,2019-07-05,1.224,1.438,1.371
1854,2019-07-06,1.217,1.434,1.368
1855,2019-07-07,1.216,1.436,1.381
1856,2019-07-08,1.217,1.438,1.372
1857,2019-07-09,1.212,1.429,1.363
1858,2019-07-10,1.216,1.436,1.369
1859,2019-07-11,1.223,1.446,1.379
1860,2019-07-12,1.237,1.453,1.387
1861,2019-07-13,1.239,1.458,1.391
1862,2019-07-14,1.253,1.476,1.42
1863,2019-07-15,1.244,1.465,1.398
1864,2019-07-16,1.238,1.462,1.392
1865,2019-07-17,1.234,1.456,1.39
1866,2019-07-18,1.231,1.45,1.383
1867,2019-07-19,1.226,1.444,1.378
1868,2019-07-20,1.222,1.44,1.386
1869,2019-07-21,1.231,1.45,1.395
1870,2019-07-22,1.226,1.445,1.379
1871,2019-07-23,1.23,1.446,1.379
1872,2019-07-24,1.226,1.437,1.383
1873,2019-07-25,1.228,1.436,1.37
1874,2019-07-26,1.227,1.433,1.366
1875,2019-07-27,1.226,1.436,1.37
1876,2019-07-28,1.241,1.448,1.392
1877,2019-07-29,1.24,1.444,1.383
1878,2019-07-30,1.231,1.432,1.365
1879,2019-07-31,1.226,1.43,1.364
1880,2019-08-01,1.241,1.438,1.371
1881,2019-08-02,1.245,1.448,1.381
1882,2019-08-03,1.239,1.435,1.369
1883,2019-08-04,1.25,1.452,1.396
1884,2019-08-05,1.241,1.446,1.38
1885,2019-08-06,1.237,1.438,1.371
1886,2019-08-07,1.222,1.432,1.366
1887,2019-08-08,1.225,1.43,1.364
1888,2019-08-09,1.218,1.423,1.357
1889,2019-08-10,1.207,1.411,1.359
1890,2019-08-11,1.209,1.416,1.362
1891,2019-08-12,1.221,1.42,1.366
1892,2019-08-13,1.22,1.417,1.357
1893,2019-08-14,1.221,1.416,1.351
1894,2019-08-15,1.224,1.418,1.366
1895,2019-08-16,1.224,1.414,1.361
1896,2019-08-17,1.216,1.403,1.351
1897,2019-08-18,1.225,1.412,1.358
1898,2019-08-19,1.221,1.407,1.354
1899,2019-08-20,1.219,1.402,1.349
1900,2019-08-21,1.222,1.404,1.342
1901,2019-08-22,1.221,1.405,1.352
1902,2019-08-23,1.226,1.407,1.353
1903,2019-08-24,1.217,1.397,1.334
1904,2019-08-25,1.237,1.414,1.359
1905,2019-08-26,1.218,1.398,1.338
1906,2019-08-27,1.232,1.409,1.355
1907,2019-08-28,1.223,1.402,1.349
1908,2019-08-29,1.222,1.4,1.34
1909,2019-08-30,1.223,1.396,1.342
1910,2019-08-31,1.227,1.397,1.333
1911,2019-09-01,1.225,1.4,1.346
1912,2019-09-02,1.223,1.394,1.334
1913,2019-09-03,1.223,1.392,1.327
1914,2019-09-04,1.224,1.394,1.329
1915,2019-09-05,1.222,1.385,1.32
1916,2019-09-06,1.234,1.397,1.331
1917,2019-09-07,1.231,1.388,1.324
1918,2019-09-08,1.237,1.393,1.339
1919,2019-09-09,1.235,1.389,1.336
1920,2019-09-10,1.243,1.398,1.345
1921,2019-09-11,1.244,1.399,1.34
1922,2019-09-12,1.243,1.389,1.325
1923,2019-09-13,1.236,1.387,1.323
1924,2019-09-14,1.232,1.383,1.332
1925,2019-09-15,1.237,1.392,1.338
1926,2019-09-16,1.24,1.391,1.328
1927,2019-09-17,1.267,1.418,1.353
1928,2019-09-18,1.28,1.433,1.368
1929,2019-09-19,1.271,1.422,1.368
1930,2019-09-20,1.257,1.413,1.36
1931,2019-09-21,1.26,1.402,1.35
1932,2019-09-22,1.265,1.411,1.357
1933,2019-09-23,1.259,1.403,1.345
1934,2019-09-24,1.257,1.4,1.335
1935,2019-09-25,1.257,1.402,1.348
1936,2019-09-26,1.252,1.397,1.344
1937,2019-09-27,1.248,1.393,1.341
1938,2019-09-28,1.25,1.391,1.339
1939,2019-09-29,1.26,1.402,1.348
1940,2019-09-30,1.255,1.399,1.346
1941,2019-10-01,1.252,1.399,1.346
1942,2019-10-02,1.248,1.396,1.332
1943,2019-10-03,1.248,1.397,1.343
1944,2019-10-04,1.251,1.4,1.336
1945,2019-10-05,1.252,1.403,1.337
1946,2019-10-06,1.257,1.409,1.354
1947,2019-10-07,1.245,1.402,1.343
1948,2019-10-08,1.247,1.406,1.342
1949,2019-10-09,1.242,1.4,1.335
1950,2019-10-10,1.243,1.394,1.33
1951,2019-10-11,1.249,1.395,1.331
1952,2019-10-12,1.246,1.392,1.328
1953,2019-10-13,1.255,1.402,1.35
1954,2019-10-14,1.249,1.395,1.337
1955,2019-10-15,1.246,1.389,1.326
1956,2019-10-16,1.244,1.385,1.321
1957,2019-10-17,1.247,1.382,1.318
1958,2019-10-18,1.242,1.38,1.317
1959,2019-10-19,1.237,1.377,1.314
1960,2019-10-20,1.245,1.385,1.333
1961,2019-10-21,1.239,1.384,1.325
1962,2019-10-22,1.236,1.376,1.314
1963,2019-10-23,1.238,1.378,1.315
1964,2019-10-24,1.242,1.378,1.314
1965,2019-10-25,1.244,1.38,1.317
1966,2019-10-26,1.247,1.383,1.331
1967,2019-10-27,1.252,1.39,1.333
1968,2019-10-28,1.248,1.391,1.327
1969,2019-10-29,1.246,1.386,1.322
1970,2019-10-30,1.264,1.405,1.352
1971,2019-10-31,1.243,1.388,1.336
1972,2019-11-01,1.245,1.391,1.338
1973,2019-11-02,1.242,1.39,1.338
1974,2019-11-03,1.246,1.394,1.34
1975,2019-11-04,1.245,1.395,1.331
1976,2019-11-05,1.243,1.401,1.348
1977,2019-11-06,1.245,1.406,1.353
1978,2019-11-07,1.245,1.407,1.355
1979,2019-11-08,1.249,1.407,1.354
1980,2019-11-09,1.241,1.401,1.337
1981,2019-11-10,1.241,1.397,1.343
1982,2019-11-11,1.247,1.402,1.343
1983,2019-11-12,1.245,1.401,1.336
1984,2019-11-13,1.245,1.399,1.333
1985,2019-11-14,1.244,1.398,1.333
1986,2019-11-15,1.246,1.398,1.334
1987,2019-11-16,1.249,1.397,1.333
1988,2019-11-17,1.25,1.399,1.347
1989,2019-11-18,1.245,1.395,1.336
1990,2019-11-19,1.245,1.393,1.329
1991,2019-11-20,1.239,1.386,1.322
1992,2019-11-21,1.241,1.391,1.326
1993,2019-11-22,1.241,1.396,1.331
1994,2019-11-23,1.242,1.396,1.333
1995,2019-11-24,1.245,1.403,1.35
1996,2019-11-25,1.248,1.405,1.341
1997,2019-11-26,1.246,1.399,1.335
1998,2019-11-27,1.249,1.403,1.339
1999,2019-11-28,1.253,1.405,1.34
2000,2019-11-29,1.25,1.402,1.338
2001,2019-11-30,1.245,1.402,1.338
2002,2019-12-01,1.253,1.408,1.356
2003,2019-12-02,1.248,1.401,1.341
2004,2019-12-03,1.241,1.392,1.328
2005,2019-12-04,1.242,1.393,1.328
2006,2019-12-05,1.236,1.391,1.326
2007,2019-12-06,1.24,1.388,1.336
2008,2019-12-07,1.239,1.382,1.32
2009,2019-12-08,1.241,1.383,1.331
2010,2019-12-09,1.241,1.389,1.336
2011,2019-12-10,1.241,1.389,1.331
2012,2019-12-11,1.244,1.385,1.322
2013,2019-12-12,1.247,1.391,1.326
2014,2019-12-13,1.245,1.389,1.325
2015,2019-12-14,1.246,1.387,1.336
2016,2019-12-15,1.245,1.387,1.35
2017,2019-12-16,1.251,1.393,1.336
2018,2019-12-17,1.256,1.392,1.328
2019,2019-12-18,1.269,1.401,1.35
2020,2019-12-19,1.266,1.398,1.335
2021,2019-12-20,1.282,1.413,1.361
2022,2019-12-21,1.279,1.413,1.361
2023,2019-12-22,1.281,1.414,1.36
2024,2019-12-23,1.285,1.417,1.364
2025,2019-12-24,1.283,1.409,1.356
2026,2019-12-25,1.29,1.42,1.365
2027,2019-12-26,1.281,1.408,1.355
2028,2019-12-27,1.292,1.421,1.369
2029,2019-12-28,1.292,1.42,1.357
2030,2019-12-29,1.296,1.431,1.378
2031,2019-12-30,1.305,1.442,1.382
2032,2019-12-31,1.312,1.442,1.389
2033,2020-01-01,1.341,1.468,1.427
2034,2020-01-02,1.324,1.449,1.397
2035,2020-01-03,1.318,1.424,1.377
2036,2020-01-04,1.324,1.424,1.367
2037,2020-01-05,1.333,1.425,1.377
2038,2020-01-06,1.335,1.425,1.367
2039,2020-01-07,1.335,1.421,1.366
2040,2020-01-08,1.326,1.416,1.364
2041,2020-01-09,1.321,1.415,1.365
2042,2020-01-10,1.307,1.406,1.359
2043,2020-01-11,1.301,1.411,1.365
2044,2020-01-12,1.296,1.415,1.379
2045,2020-01-13,1.315,1.419,1.373
