uuid,name,brand,street,house_number,post_code,city,latitude,longitude,first_active,openingtimes_json,file_date
ad812258-94e7-473d-aa80-d392f7532218,bft Bonn-Bad Godesberg,bft,Godesberger Allee,55,53175,Bonn,50.6951,7.14276,1970-01-01 01:00:00+01,"{""openingTimes"":[{""applicable_days"":30,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":65,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}",2023-05-01
e1a15081-2544-9107-e040-0b0a3dfe563c,"Werne, Kamener Str. 5",HEM,Kamener Str.,5,59368,Werne,51.661075,7.638393,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":192,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]}]}",2023-05-01
ca3b5143-e75e-481d-9f53-cfbd683d2758,TOTAL KOELN,TOTAL,EHRENFELDGUERTEL 2,,50823,KOELN,50.948575,6.915448,2014-03-18 16:45:31+01,{},2023-05-01
e1a15081-2537-9107-e040-0b0a3dfe563c,"Soest, Kirchweg 14",TAMOIL,Kirchweg,14,59494,Soest,51.5475,8.133,2014-03-18 16:45:31+01,{},2023-05-01
1ddb2973-fc8a-4bc6-b580-daa7528bb445,Aral Tankstelle,ARAL,Lemgoer Straße,45,32683,Barntrup,51.99375,9.09931,2014-03-18 16:45:31+01,{},2023-05-01
dc6459db-3618-4c30-96ae-12ec3e3af9ce,Raiffeisen Westfalen Mitte eG,Raiffeisen,Lütke Haar,1,59602,Rüthen,51.504066,8.413242,2014-03-18 16:45:31+01,{},2023-05-01
fcd0e601-880c-4e88-90ab-e8ec6075ae8d,B1 Biermann Energie,,Höingstraße,2,59425,Unna,51.539168,7.699313,2014-03-18 16:45:31+01,{},2023-05-01
e1a15081-250a-9107-e040-0b0a3dfe563c,"Korschenbroich, Robert-Bosch-Str. 2",SB,Robert-Bosch-Str.,2,41352,Korschenbroich,51.194751,6.506017,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":32,""periods"":[{""startp"":""08:00"",""endp"":""21:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""10:00"",""endp"":""18:00""}]},{""applicable_days"":31,""periods"":[{""startp"":""07:00"",""endp"":""21:00""}]}]}",2023-05-01
e1a15081-24f3-9107-e040-0b0a3dfe563c,"Grevenbroich, Bergheimer Str. 12",HEM,Bergheimer Str.,12,41515,Grevenbroich,51.08973,6.582075,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":192,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]}]}",2023-05-01
e1a15081-24e9-9107-e040-0b0a3dfe563c,"Geldern, Geldertor 1",HEM,Geldertor,1,47608,Geldern,51.515019,6.327776,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]},{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]}]}",2023-05-01
6840f1ec-c8e5-4100-9e31-7b3fc24593ff,Marion Artelt-Wewers,Markant,Hertener Str., 30-38,45701,Herten,51.5997,7.09403,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":63,""periods"":[{""startp"":""06:00"",""endp"":""21:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""09:00"",""endp"":""21:00""}]}]}",2023-05-01
e1a15081-24d0-9107-e040-0b0a3dfe563c,"Bielefeld, Oldentruper Str. 110",HEM,Oldentruper Str.,110,33604,Bielefeld,52.011978,8.566337,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":192,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]},{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]}]}",2023-05-01
684c1513-9033-4b73-be2c-65d27c52fc67,Ernst Vollmer,Markant,Düsseldorfer Landstr.,343,47259,Duisburg,51.36332,6.75035,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:30"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}",2023-05-01
e1a15081-24c7-9107-e040-0b0a3dfe563c,"Bergkamen, Erich-Ollenhauer-Str. 8",HEM,Erich-Ollenhauer-Str.,8,59192,Bergkamen,51.618839,7.631051,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":48,""periods"":[{""startp"":""05:00"",""endp"":""00:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""07:00"",""endp"":""23:00""}]},{""applicable_days"":15,""periods"":[{""startp"":""05:00"",""endp"":""23:00""}]}]}",2023-05-01
e189ab38-9131-486e-ab25-d6317412274e,Esso Tankstelle,ESSO,AUF DER HEIDE 22, ,52223,STOLBERG,50.73184136,6.210677352,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""20:00""}]},{""applicable_days"":96,""periods"":[{""startp"":""08:00"",""endp"":""20:00""}]}]}",2023-05-01
68652a13-0195-4122-a657-69446c64a15f,Alexander Karlinski,Westfalen,Darfelder Str.,14,48727,Billerbeck,51.98217,7.29373,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""23:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""23:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""23:00""}]}]}",2023-05-01
e165a2fa-67bf-4c48-8fd3-b35971e253e1,Volker Happe,Westfalen,Grevener Str.,5,49549,Ladbergen,52.13577,7.73584,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}",2023-05-01
e15590e6-9b4d-48c6-ad2a-688f0242cffd,Fricke,AVIA Xpress,Isselhorster Str. ,186,33335,Gütersloh,51.9345,8.44309,2014-03-18 16:45:31+01,{},2023-05-01
e132dd3a-7498-42f3-abe5-8fa74daf321e,FIP-Dörenthe,Fip Tankcenter Dörenthe,Münsterstraße,531,49479,Ibbenbüren-Dörenthe,52.2308,7.68954,2014-03-18 16:45:31+01,{},2023-05-01
e11f0792-5965-4d7d-a76a-050878b44297,TotalEnergies Solingen,TotalEnergies,Oststr. ,5,42651,Solingen,51.171938,7.089516,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""05:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}",2023-05-01
689a63e1-0d41-46b2-9ff5-17d71519109d,TotalEnergies Wuppertal,TotalEnergies,Jesinghauser Str. ,110,42389,Wuppertal,51.282761,7.256123,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""05:00"",""endp"":""23:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""23:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""23:00""}]}]}",2023-05-01
e0f11e52-40e9-4015-884a-7a5a8bfa6479,Aral Tankstelle,ARAL,Südring,285,45711,Datteln,51.6557541,7.351915,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""05:30"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}",2023-05-01
bcb27e9c-191c-42f9-b531-21fbe138fa37,Knauber Tankstelle Olpe,,Bruchstraße,94,57462,Olpe,51.0168,7.8398,2014-03-18 16:45:31+01,{},2023-05-01
e0d29e4b-7bdc-4919-9410-f3ab9c862775,Aral Tankstelle,ARAL,Potsdamer Platz,2,53119,Bonn,50.7430649,7.078459,2014-03-18 16:45:31+01,{},2023-05-01
68ceb09a-2872-4c18-a223-bba9dbb91694,Aral Tankstelle,ARAL,Preußenstraße,49,44532,Lünen,51.5927544,7.548283,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}",2023-05-01
68cfbb0d-6069-4eae-ba6a-00d1737a09ed,Elan Bielefeld,ELAN,Artur-Ladebeck-Str. ,179,33647,Bielefeld,52.00122,8.50592,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""23:00""}]},{""applicable_days"":96,""periods"":[{""startp"":""07:00"",""endp"":""23:00""}]}]}",2023-05-01
14791eab-7bcb-427d-bfa5-3513796a5e54,Sb Stolberg Würselener Straße 3-19,SB,Würselener Straße,3-19,52222,Stolberg,50.787685,6.211536,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":255,""periods"":[{""startp"":""06:00"",""endp"":""23:00""}]}]}",2023-05-01
68d6b6e5-7ab7-4b01-8b27-96506d5e6791,Shell Kleve Hoffmannallee 69,Shell,Hoffmannallee,69,47533,Kleve,51.778384,6.124925,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""21:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""08:00"",""endp"":""21:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""09:00"",""endp"":""21:00""}]}]}",2023-05-01
e0033f44-af70-4f5d-87aa-1cf46669d133, bft-Station A. Tudyka,,Hansaallee ,36,58636,Iserlohn,51.37281,7.71653,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:30""}]},{""applicable_days"":96,""periods"":[{""startp"":""07:00"",""endp"":""22:30""}]}]}",2023-05-01
dfd1ce65-32f1-4ff6-aae4-678570f08216,Shell Erkelenz Krefelder Str. 14,Shell,Krefelder Str.,14,41812,Erkelenz,51.082973,6.311859,2014-03-18 16:45:31+01,{},2023-05-01
df9924e6-9ce8-4677-8eb1-63e194db6e15,Simone Hoffmann,Markant,Bahnhofstr.,76,33102,Paderborn,51.71214,8.73392,2014-03-18 16:45:31+01,{},2023-05-01
df4e0719-01f5-4e10-bcbe-b1f9410961f7,Aral Tankstelle,ARAL,Wingert,43,53894,Mechernich,50.6181068,6.651867,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}",2023-05-01
df2db835-91e8-470b-52df-b15272b51f62,Christian Badouin,freie Tankstelle,Grevener Landstr.,30,48268,Greven,52.125682,7.55254,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""05:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}",2023-05-01
1496ee19-df5a-4254-a1ae-f3ab6b3292f2,Sb Witten Hoerderstr. 345,SB,Hoerderstr.,345,58454,Witten,51.4706,7.37059,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":192,""periods"":[{""startp"":""08:00"",""endp"":""21:00""}]},{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""21:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""21:00""}]}]}",2023-05-01
6901c02a-ff28-4233-9d01-81cb3ce483b2,Shell Wuppertal Obere Lichtenplatzer Str. 300,Shell,Obere Lichtenplatzer Str.,300,42287,Wuppertal,51.248592,7.192161,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":255,""periods"":[{""startp"":""00:00"",""endp"":""03:00""}]},{""applicable_days"":255,""periods"":[{""startp"":""03:30"",""endp"":""00:00""}]}]}",2023-05-01
df0fca38-2fb3-4abe-bcc7-b5b9e3448e31,Manfred Krämer GmbH+Co.Kg,Krämer,Elberfelder Strasse ,128,42477,Radevormwald,51.20227,7.329556,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""05:30"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""21:00""}]}]}",2023-05-01
def8a947-1147-434d-909b-3e6d19cea741,SB Aachen Roermonder Straße 110 A,SB,Roermonder Straße,110 A,52072,Aachen,50.786047,6.072325,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":63,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}",2023-05-01
dec5b215-410c-48a8-939a-c0a826ba6c9d,TotalEnergies Kleve,TotalEnergies,Emmericher Str. ,99,47533,Kleve,51.800822,6.162648,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":63,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]}]}",2023-05-01
dea88a09-f8f9-471a-9d0d-e5dd165f238a,TotalEnergies Hamm,TotalEnergies,Dortmunder Str. ,174,59077,Hamm,51.660755,7.73613,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""05:00"",""endp"":""23:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""06:00"",""endp"":""23:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""07:00"",""endp"":""23:00""}]}]}",2023-05-01
69291f28-4c90-46f3-95ee-21f87c884f13,"Aral Tankstelle, BAT BEDBURGER LAND WEST",ARAL,A,61West,50181,Bedburg,51.0051422,6.52227,2014-03-18 16:45:31+01,{},2023-05-01
69946b37-e971-449d-9c7f-f406a4121376,Aral Tankstelle,ARAL,Frankfurter Straße,22,58339,Breckerfeld,51.2573,7.46924,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:30"",""endp"":""20:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""08:00"",""endp"":""20:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""09:00"",""endp"":""20:00""}]}]}",2023-05-01
d747a5ce-66ef-4b14-a315-5c36ac5a572d,Shell Paderborn Bielefelder Str. 215,Shell,Bielefelder Str.,215,33104,Paderborn,51.788272,8.701565,2014-03-18 16:45:31+01,{},2023-05-01
de11f2c5-fc3c-4f31-9878-20ea99d33195,Christian Keller,Markant,Bielefelder Str.,107,33378,Rheda-Wiedenbrück,51.84616,8.32083,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":15,""periods"":[{""startp"":""05:00"",""endp"":""23:00""}]},{""applicable_days"":16,""periods"":[{""startp"":""05:00"",""endp"":""00:00""}]},{""applicable_days"":96,""periods"":[{""startp"":""00:00"",""endp"":""01:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""00:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""07:00"",""endp"":""23:00""}]}]}",2023-05-01
14d766e0-a9e8-4e08-b9fe-69a8f9c3f0ab,Esso Tankstelle,ESSO,GROSSE RURSTR. 100, ,52428,JUELICH,50.920225,6.353169,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""05:00"",""endp"":""22:00""}]},{""applicable_days"":96,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]}]}",2023-05-01
ddf1892e-e6ae-46e0-9c36-e97dd6a6cf87,Angelika Kock,Westfalen,Olfener Str.,11,59379,Selm,51.70573,7.45582,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":63,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}",2023-05-01
69d4d0be-ab2b-4e65-ac9e-2a1fca892e90,Shell Duesseldorf Koelner Landstr. 73,Shell,Koelner Landstr.,73,40591,Duesseldorf,51.193808,6.813494,2014-03-18 16:45:31+01,{},2023-05-01
14dc1c01-75de-4177-b735-b38606113cb9,Esso Tankstelle,ESSO,ISERLOHNER LANDSTR. 45, ,58706,MENDEN,51.427469,7.799816,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""05:00"",""endp"":""00:00""}]},{""applicable_days"":96,""periods"":[{""startp"":""07:00"",""endp"":""00:00""}]}]}",2023-05-01
ddc50985-4a4d-44ff-93f7-e0d6bd990da5,Fricke,AVIA,Endelner Feld,2,46286,Dorsten,51.7546,6.96404,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":127,""periods"":[{""startp"":""02:30"",""endp"":""00:00""}]},{""applicable_days"":127,""periods"":[{""startp"":""00:00"",""endp"":""01:30""}]}]}",2023-05-01
ddaf4c72-f83e-4f56-97b4-4bf9d7e5d041,"Aral Tankstelle, BAT LICHTENDORF SÜD",ARAL,Lichtendorfer Straße,136,58239,Schwerte,51.46734,7.595074,2014-03-18 16:45:31+01,{},2023-05-01
6a00d261-3fc4-40b2-afec-e98a96d154be,Aral Tankstelle,ARAL,Dünweg,55,51399,Burscheid,51.0938034,7.145046,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":96,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]}]}",2023-05-01
6a01213e-4127-4609-8ba0-abef1373160a,Aral Tankstelle,ARAL,Berg.-Gladbacher Str.,417,51067,Köln,50.9677925,7.033921,2014-03-18 16:45:31+01,{},2023-05-01
6a072d39-8049-4bea-9409-f75c48de1bc4,Marc Fleischer,Markant,Herner Str.,249,45659,Recklinghausen,51.58409,7.21258,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""05:00"",""endp"":""23:00""}]},{""applicable_days"":96,""periods"":[{""startp"":""07:00"",""endp"":""23:00""}]}]}",2023-05-01
6a15213c-8102-4409-bc40-abc3dd4ad533,RLB Raiffeisen-Landbund eG,Raiffeisen-Landbund eG,Dieselstr.,128,33442,Herzebrock-Clarholz,51.88992,8.20174,2014-03-18 16:45:31+01,{},2023-05-01
6a1fbfed-a7ac-491d-91ff-d71f86f82a72,Bft Nideggen-Schmidt Nideggener Straße 25,bft,Nideggener Straße,25,52385,Nideggen-Schmidt,50.6611,6.4127,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:30"",""endp"":""20:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""18:00""}]}]}",2023-05-01
dcc2ed6e-a7f8-417d-8786-44d8c86474d5,Shell Wuppertal Schmiedestr. 91,Shell,Schmiedestr.,91,42279,Wuppertal,51.308097,7.252626,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":255,""periods"":[{""startp"":""00:00"",""endp"":""03:00""}]},{""applicable_days"":255,""periods"":[{""startp"":""03:30"",""endp"":""00:00""}]}]}",2023-05-01
dcbcab15-1f87-40b2-97d2-91fe4fbfef85,Shell Paderborn Warburger Str. 105,Shell,Warburger Str.,105,33098,Paderborn,51.709725,8.775132,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":63,""periods"":[{""startp"":""06:00"",""endp"":""23:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""08:00"",""endp"":""23:00""}]}]}",2023-05-01
98347896-57ec-4118-b57b-42fbe6bff18d,Aral Tankstelle,ARAL,Bahnhofstraße,32,58762,Altena,51.3023453,7.667049,2014-03-18 16:45:31+01,{},2023-05-01
15022117-e4b0-4502-92b8-c299ad7cb98b,Volker Happe,Westfalen,Schiffahrter Damm,506,48157,Münster,52.01127,7.67969,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""23:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""23:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""23:00""}]}]}",2023-05-01
d93992ea-a933-4d48-ba74-d63ee8a18055,Aral Tankstelle,ARAL,Siegesstraße,140,46147,Oberhausen,51.52115,6.787809,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":127,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]}]}",2023-05-01
dbd80e42-7f1c-4418-97a4-fca80834ce4d,Orosol Tankstelle,Orosol,Karl-Arnold-Str.,113,58644,Iserlohn,51.372013092041,7.6736598014831,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""21:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""08:00"",""endp"":""20:00""}]}]}",2023-05-01
154b1dc5-6cff-46c7-8f63-0beea92fdf41,Sb Koeln Dellbrücker Hauptstraße 9,SB,Dellbrücker Hauptstraße,9,51069,Koeln,50.9734,7.075281,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":63,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}",2023-05-01
db57c720-962c-4635-bf61-ba197c927161,Markenfreie TS Dortmund,Markenfreie TS,Lichtendorfer Str. ,152,44289,Dortmund,51.47812,7.5978,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""07:00"",""endp"":""20:30""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:30"",""endp"":""18:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""09:00"",""endp"":""18:00""}]}]}",2023-05-01
6ad3c2cc-4a62-41e6-8bcc-e54081decb5c,Autogrill Germany GmbH,Westfalen,BAT-Münsterland/Ostseite,0,48161,Münster,51.94024,7.55099,2014-03-18 16:45:31+01,{},2023-05-01
db431f26-8248-4838-9b4a-5beb7f17505c,Aral Tankstelle,ARAL,Enger Straße,14,32139,Spenge,52.1408577,8.492113,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":63,""periods"":[{""startp"":""06:30"",""endp"":""21:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""09:00"",""endp"":""20:30""}]}]}",2023-05-01
154e912d-4655-45b5-81a8-106b177a7987,AVIA Tankstelle,AVIA,Hamelner Straße,43,32683,Barntrup,51.99042,9.123631,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":96,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]}]}",2023-05-01
dae890da-3533-40d5-9b10-c06f31588da4,Sebastian Peetz,Westfalen,Potthof,14,48301,Nottuln,51.92777,7.35346,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":15,""periods"":[{""startp"":""06:00"",""endp"":""23:00""}]},{""applicable_days"":16,""periods"":[{""startp"":""06:00"",""endp"":""00:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""00:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""23:00""}]}]}",2023-05-01
6b2143cb-1cd8-4b4b-b2fb-2502f6ea8b35,Shell Muenster Weselerstr. 320,Shell,Weselerstr.,320,48163,Muenster,51.937644,7.604497,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""05:00"",""endp"":""23:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""06:00"",""endp"":""23:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""07:00"",""endp"":""23:00""}]}]}",2023-05-01
da98826d-6031-4122-b615-e58ac840ee46,Kaiser Energie,Kaiser Energie,Carl-Reinke-Str.,9,34431,Marsberg-Bredelar,51.42744,8.78812,2014-03-18 16:45:31+01,{},2023-05-01
da91c41d-a809-405d-afe9-6c6d40be9c83,Markus Hinz,Westfalen,Hauptstr., 372-376,33818,Leopoldshöhe,51.97602,8.66555,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""00:00""}]},{""applicable_days"":96,""periods"":[{""startp"":""07:00"",""endp"":""00:00""}]}]}",2023-05-01
6b2c5a9a-0f39-4c69-a73d-4466ff424eda,Aral Tankstelle,ARAL,Gütersloher Straße,123,33649,Bielefeld,51.9904022,8.492146,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":63,""periods"":[{""startp"":""05:00"",""endp"":""23:30""}]},{""applicable_days"":64,""periods"":[{""startp"":""07:00"",""endp"":""23:00""}]}]}",2023-05-01
da46b643-b3a6-41d2-a47b-79ae0c1cc2b1,Aral Tankstelle,ARAL,Baerenbruch,135,44379,Dortmund,51.5197449,7.372563,2014-03-18 16:45:31+01,{},2023-05-01
da37d6c7-3441-4636-84d0-abd37c2600c7,TotalEnergies Ibbenbueren,TotalEnergies,Muensterstr. ,51,49477,Ibbenbueren,52.269119,7.717478,2014-03-18 16:45:31+01,{},2023-05-01
da3541f8-ae9e-4a65-9385-34e62383ac58,Shell Krefeld Traarer Str. 495,Shell,Traarer Str.,495,47829,Krefeld,51.362814,6.610518,2014-03-18 16:45:31+01,{},2023-05-01
da20d254-f677-49b1-8071-767354732df5,Shell Schwerte Hoerder Str. 30,Shell,Hoerder Str.,30,58239,Schwerte,51.450531,7.562495,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""05:00"",""endp"":""23:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""06:00"",""endp"":""23:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""07:00"",""endp"":""23:00""}]}]}",2023-05-01
15884845-a2be-4f77-a37b-1ac9e876a62a,WEVAG,WEVAG Autohof,Dingdener Str. ,185,46395,Bocholt,51.80898,6.611109,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""05:00"",""endp"":""21:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""18:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""09:00"",""endp"":""14:00""}]}]}",2023-05-01
