,date,diesel_mean,e5_mean,e10_mean
2340,2020-11-03,1.017,1.21,1.157
2341,2020-11-04,1.027,1.215,1.161
2342,2020-11-05,1.029,1.218,1.165
2343,2020-11-06,1.032,1.219,1.166
2344,2020-11-07,1.022,1.217,1.163
2345,2020-11-08,1.02,1.215,1.162
2346,2020-11-09,1.02,1.216,1.163
2347,2020-11-10,1.036,1.238,1.184
2348,2020-11-11,1.05,1.248,1.195
2349,2020-11-12,1.05,1.239,1.186
2350,2020-11-13,1.061,1.258,1.204
2351,2020-11-14,1.054,1.255,1.201
2352,2020-11-15,1.052,1.244,1.191
2353,2020-11-16,1.068,1.266,1.212
2354,2020-11-17,1.058,1.267,1.213
2355,2020-11-18,1.067,1.266,1.212
2356,2020-11-19,1.063,1.267,1.213
2357,2020-11-20,1.069,1.261,1.207
2358,2020-11-21,1.06,1.242,1.189
2359,2020-11-22,1.059,1.234,1.181
2360,2020-11-23,1.072,1.258,1.204
2361,2020-11-24,1.059,1.253,1.199
2362,2020-11-25,1.07,1.26,1.207
2363,2020-11-26,1.079,1.262,1.208
2364,2020-11-27,1.092,1.271,1.217
2365,2020-11-28,1.082,1.269,1.215
2366,2020-11-29,1.08,1.258,1.205
2367,2020-11-30,1.088,1.269,1.215
2368,2020-12-01,1.077,1.271,1.216
2369,2020-12-02,1.069,1.258,1.204
2370,2020-12-03,1.08,1.258,1.204
2371,2020-12-04,1.092,1.266,1.212
2372,2020-12-05,1.088,1.259,1.205
2373,2020-12-06,1.083,1.258,1.206
2374,2020-12-07,1.094,1.262,1.207
2375,2020-12-08,1.097,1.265,1.212
2376,2020-12-09,1.099,1.26,1.205
2377,2020-12-10,1.104,1.268,1.214
2378,2020-12-11,1.109,1.268,1.214
2379,2020-12-12,1.104,1.266,1.212
2380,2020-12-13,1.105,1.266,1.212
2381,2020-12-14,1.114,1.277,1.223
2382,2020-12-15,1.122,1.275,1.22
2383,2020-12-16,1.092,1.258,1.204
2384,2020-12-17,1.118,1.289,1.235
2385,2020-12-18,1.128,1.287,1.233
2386,2020-12-19,1.123,1.274,1.22
2387,2020-12-20,1.113,1.273,1.22
2388,2020-12-21,1.117,1.285,1.234
2389,2020-12-22,1.115,1.291,1.236
2390,2020-12-23,1.127,1.299,1.245
2391,2020-12-24,1.135,1.302,1.247
2392,2020-12-25,1.142,1.308,1.253
2393,2020-12-26,1.139,1.299,1.244
2394,2020-12-27,1.131,1.288,1.234
2395,2020-12-28,1.151,1.309,1.253
2396,2020-12-29,1.145,1.301,1.247
2397,2020-12-30,1.153,1.308,1.254
2398,2020-12-31,1.179,1.337,1.28
2399,2021-01-01,1.208,1.361,1.308
2400,2021-01-02,1.239,1.389,1.333
2401,2021-01-03,1.232,1.38,1.325
2402,2021-01-04,1.236,1.406,1.351
2403,2021-01-05,1.231,1.4,1.344
2404,2021-01-06,1.228,1.388,1.332
2405,2021-01-07,1.23,1.384,1.326
2406,2021-01-08,1.23,1.387,1.331
2407,2021-01-09,1.23,1.396,1.34
2408,2021-01-10,1.223,1.39,1.333
2409,2021-01-11,1.235,1.394,1.337
2410,2021-01-12,1.233,1.399,1.343
2411,2021-01-13,1.24,1.405,1.349
2412,2021-01-14,1.24,1.405,1.346
2413,2021-01-15,1.239,1.412,1.355
2414,2021-01-16,1.235,1.41,1.353
2415,2021-01-17,1.235,1.413,1.357
2416,2021-01-18,1.24,1.417,1.361
2417,2021-01-19,1.243,1.409,1.352
2418,2021-01-20,1.239,1.418,1.362
2419,2021-01-21,1.239,1.41,1.353
2420,2021-01-22,1.233,1.404,1.348
2421,2021-01-23,1.238,1.412,1.356
2422,2021-01-24,1.242,1.417,1.36
2423,2021-01-25,1.239,1.417,1.361
2424,2021-01-26,1.232,1.411,1.354
2425,2021-01-27,1.24,1.418,1.362
2426,2021-01-28,1.231,1.422,1.366
2427,2021-01-29,1.235,1.425,1.368
2428,2021-01-30,1.241,1.424,1.368
2429,2021-01-31,1.233,1.421,1.365
2430,2021-02-01,1.24,1.417,1.361
2431,2021-02-02,1.237,1.425,1.368
2432,2021-02-03,1.246,1.43,1.372
2433,2021-02-04,1.259,1.451,1.389
2434,2021-02-05,1.26,1.448,1.383
2435,2021-02-06,1.255,1.433,1.37
2436,2021-02-07,1.257,1.437,1.374
2437,2021-02-08,1.267,1.46,1.395
2438,2021-02-09,1.262,1.448,1.382
2439,2021-02-10,1.269,1.448,1.381
2440,2021-02-11,1.279,1.455,1.388
2441,2021-02-12,1.275,1.454,1.387
2442,2021-02-13,1.283,1.459,1.39
2443,2021-02-14,1.268,1.446,1.38
2444,2021-02-15,1.283,1.454,1.387
2445,2021-02-16,1.281,1.46,1.393
2446,2021-02-17,1.28,1.457,1.391
2447,2021-02-18,1.286,1.467,1.4
2448,2021-02-19,1.29,1.467,1.4
2449,2021-02-20,1.303,1.483,1.416
2450,2021-02-21,1.291,1.47,1.403
2451,2021-02-22,1.307,1.478,1.409
2452,2021-02-23,1.304,1.477,1.409
2453,2021-02-24,1.298,1.477,1.41
2454,2021-02-25,1.3,1.485,1.415
2455,2021-02-26,1.3,1.491,1.423
2456,2021-02-27,1.315,1.501,1.433
2457,2021-02-28,1.309,1.493,1.426
2458,2021-03-01,1.307,1.5,1.432
2459,2021-03-02,1.305,1.492,1.424
2460,2021-03-03,1.307,1.499,1.428
2461,2021-03-04,1.303,1.497,1.429
2462,2021-03-05,1.309,1.505,1.435
2463,2021-03-06,1.319,1.516,1.446
2464,2021-03-07,1.312,1.504,1.437
2465,2021-03-08,1.324,1.519,1.448
2466,2021-03-09,1.329,1.523,1.455
2467,2021-03-10,1.327,1.522,1.454
2468,2021-03-11,1.322,1.521,1.453
2469,2021-03-12,1.317,1.522,1.453
2470,2021-03-13,1.345,1.546,1.475
2471,2021-03-14,1.322,1.527,1.464
2472,2021-03-15,1.321,1.533,1.464
2473,2021-03-16,1.324,1.531,1.463
2474,2021-03-17,1.322,1.529,1.458
2475,2021-03-18,1.316,1.525,1.457
2476,2021-03-19,1.311,1.523,1.455
2477,2021-03-20,1.324,1.526,1.458
2478,2021-03-21,1.317,1.52,1.457
2479,2021-03-22,1.315,1.52,1.452
2480,2021-03-23,1.308,1.505,1.438
2481,2021-03-24,1.294,1.487,1.419
2482,2021-03-25,1.29,1.487,1.42
2483,2021-03-26,1.293,1.501,1.433
2484,2021-03-27,1.296,1.506,1.443
2485,2021-03-28,1.301,1.507,1.444
2486,2021-03-29,1.304,1.518,1.451
2487,2021-03-30,1.304,1.523,1.453
2488,2021-03-31,1.3,1.522,1.454
2489,2021-04-01,1.306,1.533,1.466
2490,2021-04-02,1.312,1.537,1.469
2491,2021-04-03,1.318,1.543,1.474
2492,2021-04-04,1.312,1.534,1.466
2493,2021-04-05,1.323,1.545,1.476
2494,2021-04-06,1.309,1.531,1.46
2495,2021-04-07,1.309,1.534,1.466
2496,2021-04-08,1.31,1.536,1.464
2497,2021-04-09,1.3,1.521,1.453
2498,2021-04-10,1.309,1.532,1.464
2499,2021-04-11,1.305,1.523,1.455
2500,2021-04-12,1.311,1.531,1.463
2501,2021-04-13,1.299,1.525,1.457
2502,2021-04-14,1.315,1.536,1.468
2503,2021-04-15,1.312,1.53,1.462
2504,2021-04-16,1.313,1.527,1.458
2505,2021-04-17,1.317,1.535,1.467
2506,2021-04-18,1.315,1.534,1.466
2507,2021-04-19,1.321,1.549,1.48
2508,2021-04-20,1.316,1.551,1.483
2509,2021-04-21,1.314,1.534,1.466
2510,2021-04-22,1.306,1.528,1.46
2511,2021-04-23,1.304,1.52,1.452
2512,2021-04-24,1.309,1.529,1.461
2513,2021-04-25,1.3,1.527,1.458
2514,2021-04-26,1.309,1.538,1.467
2515,2021-04-27,1.308,1.529,1.458
2516,2021-04-28,1.313,1.535,1.467
2517,2021-04-29,1.312,1.526,1.458
2518,2021-04-30,1.31,1.518,1.45
2519,2021-05-01,1.312,1.523,1.458
2520,2021-05-02,1.311,1.519,1.453
2521,2021-05-03,1.321,1.536,1.471
2522,2021-05-04,1.318,1.535,1.47
2523,2021-05-05,1.325,1.547,1.481
2524,2021-05-06,1.327,1.545,1.479
2525,2021-05-07,1.326,1.546,1.48
2526,2021-05-08,1.334,1.546,1.48
2527,2021-05-09,1.324,1.549,1.486
2528,2021-05-10,1.332,1.545,1.479
2529,2021-05-11,1.325,1.548,1.483
2530,2021-05-12,1.331,1.544,1.479
2531,2021-05-13,1.33,1.547,1.481
2532,2021-05-14,1.329,1.543,1.478
2533,2021-05-15,1.335,1.549,1.484
2534,2021-05-16,1.336,1.551,1.485
2535,2021-05-17,1.329,1.545,1.48
2536,2021-05-18,1.333,1.548,1.483
2537,2021-05-19,1.335,1.553,1.488
2538,2021-05-20,1.331,1.549,1.484
2539,2021-05-21,1.337,1.557,1.491
2540,2021-05-22,1.344,1.557,1.492
2541,2021-05-23,1.332,1.543,1.478
2542,2021-05-24,1.333,1.546,1.481
2543,2021-05-25,1.354,1.563,1.497
2544,2021-05-26,1.347,1.564,1.498
2545,2021-05-27,1.353,1.566,1.501
2546,2021-05-28,1.359,1.57,1.504
2547,2021-05-29,1.359,1.571,1.506
2548,2021-05-30,1.355,1.564,1.499
2549,2021-05-31,1.356,1.564,1.499
2550,2021-06-01,1.363,1.577,1.511
2551,2021-06-02,1.357,1.566,1.5
2552,2021-06-03,1.363,1.573,1.507
2553,2021-06-04,1.366,1.581,1.515
2554,2021-06-05,1.369,1.57,1.504
2555,2021-06-06,1.37,1.574,1.508
2556,2021-06-07,1.358,1.562,1.496
2557,2021-06-08,1.369,1.571,1.505
2558,2021-06-09,1.365,1.566,1.5
2559,2021-06-10,1.36,1.563,1.497
2560,2021-06-11,1.364,1.564,1.498
2561,2021-06-12,1.371,1.571,1.504
2562,2021-06-13,1.372,1.581,1.515
2563,2021-06-14,1.367,1.572,1.506
2564,2021-06-15,1.359,1.57,1.503
2565,2021-06-16,1.36,1.568,1.502
2566,2021-06-17,1.367,1.568,1.502
2567,2021-06-18,1.358,1.554,1.488
2568,2021-06-19,1.371,1.575,1.508
2569,2021-06-20,1.374,1.584,1.518
2570,2021-06-21,1.382,1.578,1.512
2571,2021-06-22,1.372,1.579,1.513
2572,2021-06-23,1.367,1.582,1.515
2573,2021-06-24,1.372,1.582,1.52
2574,2021-06-25,1.37,1.583,1.52
2575,2021-06-26,1.383,1.601,1.539
2576,2021-06-27,1.384,1.604,1.542
2577,2021-06-28,1.38,1.6,1.537
2578,2021-06-29,1.375,1.593,1.531
2579,2021-06-30,1.369,1.589,1.527
2580,2021-07-01,1.373,1.603,1.54
2581,2021-07-02,1.378,1.608,1.545
2582,2021-07-03,1.389,1.609,1.547
2583,2021-07-04,1.392,1.609,1.546
2584,2021-07-05,1.383,1.61,1.547
2585,2021-07-06,1.386,1.607,1.545
2586,2021-07-07,1.391,1.611,1.548
2587,2021-07-08,1.384,1.611,1.549
2588,2021-07-09,1.379,1.607,1.545
2589,2021-07-10,1.394,1.618,1.556
2590,2021-07-11,1.398,1.619,1.557
2591,2021-07-12,1.385,1.611,1.548
2592,2021-07-13,1.385,1.609,1.546
2593,2021-07-14,1.381,1.614,1.552
2594,2021-07-15,1.392,1.625,1.562
2595,2021-07-16,1.378,1.607,1.545
2596,2021-07-17,1.393,1.623,1.56
2597,2021-07-18,1.392,1.621,1.559
2598,2021-07-19,1.392,1.625,1.562
2599,2021-07-20,1.387,1.614,1.552
2600,2021-07-21,1.386,1.621,1.559
2601,2021-07-22,1.389,1.624,1.561
2602,2021-07-23,1.394,1.626,1.563
2603,2021-07-24,1.391,1.621,1.558
2604,2021-07-25,1.396,1.624,1.562
2605,2021-07-26,1.399,1.635,1.572
2606,2021-07-27,1.385,1.623,1.56
2607,2021-07-28,1.399,1.631,1.568
2608,2021-07-29,1.41,1.639,1.576
2609,2021-07-30,1.412,1.647,1.584
2610,2021-07-31,1.406,1.634,1.572
2611,2021-08-01,1.407,1.635,1.572
2612,2021-08-02,1.401,1.639,1.576
2613,2021-08-03,1.398,1.644,1.58
2614,2021-08-04,1.402,1.65,1.587
2615,2021-08-05,1.394,1.649,1.586
2616,2021-08-06,1.416,1.654,1.591
2617,2021-08-07,1.4,1.633,1.571
2618,2021-08-08,1.391,1.634,1.572
2619,2021-08-09,1.394,1.642,1.578
2620,2021-08-10,1.385,1.638,1.576
2621,2021-08-11,1.399,1.651,1.588
2622,2021-08-12,1.391,1.646,1.583
2623,2021-08-13,1.403,1.657,1.594
2624,2021-08-14,1.399,1.64,1.578
2625,2021-08-15,1.391,1.635,1.573
2626,2021-08-16,1.39,1.651,1.588
2627,2021-08-17,1.378,1.643,1.58
2628,2021-08-18,1.379,1.621,1.558
2629,2021-08-19,1.377,1.621,1.558
2630,2021-08-20,1.371,1.613,1.551
2631,2021-08-21,1.371,1.603,1.54
2632,2021-08-22,1.368,1.605,1.543
2633,2021-08-23,1.366,1.608,1.546
2634,2021-08-24,1.362,1.602,1.539
2635,2021-08-25,1.366,1.595,1.533
2636,2021-08-26,1.376,1.608,1.545
2637,2021-08-27,1.378,1.619,1.556
2638,2021-08-28,1.383,1.617,1.554
2639,2021-08-29,1.387,1.619,1.557
2640,2021-08-30,1.384,1.624,1.561
2641,2021-08-31,1.384,1.628,1.565
2642,2021-09-01,1.387,1.619,1.556
2643,2021-09-02,1.395,1.623,1.561
2644,2021-09-03,1.383,1.625,1.561
2645,2021-09-04,1.397,1.631,1.568
2646,2021-09-05,1.394,1.627,1.564
2647,2021-09-06,1.388,1.626,1.563
2648,2021-09-07,1.386,1.624,1.561
2649,2021-09-08,1.391,1.623,1.56
2650,2021-09-09,1.386,1.622,1.559
2651,2021-09-10,1.387,1.627,1.565
2652,2021-09-11,1.404,1.64,1.577
2653,2021-09-12,1.408,1.643,1.58
2654,2021-09-13,1.392,1.638,1.574
2655,2021-09-14,1.397,1.635,1.572
2656,2021-09-15,1.399,1.63,1.567
2657,2021-09-16,1.411,1.645,1.582
2658,2021-09-17,1.408,1.641,1.578
2659,2021-09-18,1.415,1.644,1.582
2660,2021-09-19,1.426,1.646,1.584
2661,2021-09-20,1.413,1.639,1.576
2662,2021-09-21,1.414,1.635,1.573
2663,2021-09-22,1.411,1.628,1.566
2664,2021-09-23,1.421,1.629,1.567
2665,2021-09-24,1.425,1.637,1.574
2666,2021-09-25,1.435,1.63,1.567
2667,2021-09-26,1.442,1.64,1.578
2668,2021-09-27,1.435,1.633,1.571
2669,2021-09-28,1.448,1.643,1.581
2670,2021-09-29,1.454,1.645,1.583
2671,2021-09-30,1.462,1.65,1.587
2672,2021-10-01,1.463,1.657,1.594
2673,2021-10-02,1.473,1.667,1.603
2674,2021-10-03,1.474,1.665,1.603
2675,2021-10-04,1.47,1.661,1.598
2676,2021-10-05,1.482,1.671,1.607
2677,2021-10-06,1.504,1.688,1.625
2678,2021-10-07,1.51,1.692,1.629
2679,2021-10-08,1.515,1.697,1.634
2680,2021-10-09,1.53,1.696,1.633
2681,2021-10-10,1.529,1.695,1.633
2682,2021-10-11,1.525,1.706,1.643
2683,2021-10-12,1.533,1.705,1.64
2684,2021-10-13,1.537,1.721,1.656
2685,2021-10-14,1.547,1.718,1.655
2686,2021-10-15,1.55,1.73,1.667
2687,2021-10-16,1.558,1.726,1.662
2688,2021-10-17,1.564,1.729,1.666
2689,2021-10-18,1.575,1.736,1.672
2690,2021-10-19,1.58,1.738,1.673
2691,2021-10-20,1.569,1.733,1.669
2692,2021-10-21,1.561,1.736,1.672
2693,2021-10-22,1.569,1.741,1.675
2694,2021-10-23,1.568,1.738,1.675
2695,2021-10-24,1.567,1.733,1.67
2696,2021-10-25,1.579,1.747,1.683
2697,2021-10-26,1.573,1.755,1.691
2698,2021-10-27,1.576,1.755,1.691
2699,2021-10-28,1.575,1.757,1.693
2700,2021-10-29,1.566,1.754,1.69
2701,2021-10-30,1.573,1.756,1.693
2702,2021-10-31,1.571,1.743,1.679
2703,2021-11-01,1.573,1.754,1.69
2704,2021-11-02,1.578,1.769,1.703
2705,2021-11-03,1.576,1.78,1.716
2706,2021-11-04,1.577,1.775,1.711
2707,2021-11-05,1.58,1.78,1.716
2708,2021-11-06,1.585,1.771,1.708
2709,2021-11-07,1.578,1.761,1.697
2710,2021-11-08,1.591,1.77,1.706
2711,2021-11-09,1.576,1.769,1.705
2712,2021-11-10,1.579,1.76,1.697
2713,2021-11-11,1.585,1.763,1.697
2714,2021-11-12,1.58,1.769,1.705
2715,2021-11-13,1.573,1.761,1.697
2716,2021-11-14,1.573,1.759,1.695
2717,2021-11-15,1.562,1.754,1.691
2718,2021-11-16,1.55,1.753,1.689
2719,2021-11-17,1.565,1.764,1.7
2720,2021-11-18,1.555,1.769,1.705
2721,2021-11-19,1.551,1.75,1.686
2722,2021-11-20,1.556,1.745,1.681
2723,2021-11-21,1.545,1.735,1.675
2724,2021-11-22,1.55,1.745,1.68
2725,2021-11-23,1.547,1.746,1.682
2726,2021-11-24,1.551,1.743,1.68
2727,2021-11-25,1.553,1.751,1.687
2728,2021-11-26,1.552,1.728,1.663
2729,2021-11-27,1.541,1.716,1.652
2730,2021-11-28,1.54,1.701,1.638
2731,2021-11-29,1.539,1.711,1.648
2732,2021-11-30,1.538,1.706,1.643
2733,2021-12-01,1.527,1.678,1.616
2734,2021-12-02,1.522,1.674,1.612
2735,2021-12-03,1.528,1.672,1.609
2736,2021-12-04,1.508,1.646,1.584
2737,2021-12-05,1.499,1.632,1.571
2738,2021-12-06,1.508,1.657,1.595
2739,2021-12-07,1.512,1.66,1.598
2740,2021-12-08,1.519,1.682,1.619
2741,2021-12-09,1.528,1.677,1.615
2742,2021-12-10,1.518,1.672,1.61
2743,2021-12-11,1.511,1.661,1.599
2744,2021-12-12,1.51,1.659,1.598
2745,2021-12-13,1.52,1.67,1.608
2746,2021-12-14,1.529,1.674,1.612
2747,2021-12-15,1.519,1.674,1.611
2748,2021-12-16,1.508,1.661,1.599
2749,2021-12-17,1.507,1.668,1.606
2750,2021-12-18,1.5,1.655,1.593
2751,2021-12-19,1.502,1.649,1.587
2752,2021-12-20,1.52,1.656,1.594
2753,2021-12-21,1.514,1.646,1.584
2754,2021-12-22,1.505,1.641,1.578
2755,2021-12-23,1.498,1.647,1.584
2756,2021-12-24,1.499,1.653,1.59
2757,2021-12-25,1.519,1.675,1.612
2758,2021-12-26,1.51,1.663,1.601
2759,2021-12-27,1.518,1.668,1.605
2760,2021-12-28,1.516,1.664,1.602
2761,2021-12-29,1.539,1.684,1.621
2762,2021-12-30,1.542,1.687,1.624
2763,2021-12-31,1.554,1.703,1.64
2764,2022-01-01,1.578,1.723,1.661
2765,2022-01-02,1.579,1.715,1.652
2766,2022-01-03,1.581,1.717,1.653
2767,2022-01-04,1.564,1.706,1.643
2768,2022-01-05,1.57,1.713,1.65
2769,2022-01-06,1.579,1.712,1.649
2770,2022-01-07,1.573,1.705,1.641
2771,2022-01-08,1.575,1.704,1.641
2772,2022-01-09,1.577,1.704,1.641
2773,2022-01-10,1.59,1.709,1.645
2774,2022-01-11,1.588,1.706,1.643
2775,2022-01-12,1.585,1.71,1.647
2776,2022-01-13,1.585,1.71,1.647
2777,2022-01-14,1.582,1.706,1.643
2778,2022-01-15,1.599,1.728,1.665
2779,2022-01-16,1.597,1.722,1.659
2780,2022-01-17,1.599,1.723,1.659
2781,2022-01-18,1.611,1.731,1.667
2782,2022-01-19,1.61,1.734,1.671
2783,2022-01-20,1.61,1.739,1.676
2784,2022-01-21,1.62,1.733,1.67
2785,2022-01-22,1.601,1.73,1.667
2786,2022-01-23,1.6,1.731,1.668
2787,2022-01-24,1.602,1.735,1.672
2788,2022-01-25,1.61,1.742,1.679
2789,2022-01-26,1.611,1.739,1.676
2790,2022-01-27,1.613,1.749,1.685
2791,2022-01-28,1.615,1.757,1.694
2792,2022-01-29,1.632,1.767,1.704
2793,2022-01-30,1.629,1.766,1.702
2794,2022-01-31,1.636,1.773,1.709
2795,2022-02-01,1.651,1.776,1.712
2796,2022-02-02,1.639,1.777,1.711
2797,2022-02-03,1.618,1.766,1.703
2798,2022-02-04,1.617,1.761,1.698
2799,2022-02-05,1.646,1.787,1.723
2800,2022-02-06,1.645,1.783,1.719
2801,2022-02-07,1.66,1.79,1.726
2802,2022-02-08,1.658,1.786,1.722
2803,2022-02-09,1.649,1.788,1.724
2804,2022-02-10,1.635,1.776,1.713
2805,2022-02-11,1.647,1.793,1.729
2806,2022-02-12,1.643,1.796,1.732
2807,2022-02-13,1.639,1.793,1.73
2808,2022-02-14,1.652,1.802,1.736
2809,2022-02-15,1.673,1.812,1.748
2810,2022-02-16,1.658,1.806,1.742
2811,2022-02-17,1.647,1.803,1.739
2812,2022-02-18,1.657,1.8,1.737
2813,2022-02-19,1.654,1.796,1.732
2814,2022-02-20,1.647,1.792,1.729
2815,2022-02-21,1.645,1.794,1.73
2816,2022-02-22,1.651,1.803,1.739
2817,2022-02-23,1.659,1.809,1.743
2818,2022-02-24,1.664,1.819,1.753
2819,2022-02-25,1.715,1.862,1.797
2820,2022-02-26,1.715,1.868,1.799
2821,2022-02-27,1.714,1.863,1.797
2822,2022-02-28,1.729,1.876,1.807
2823,2022-03-01,1.738,1.873,1.807
2824,2022-03-02,1.786,1.896,1.827
2825,2022-03-03,1.884,1.918,1.868
2826,2022-03-04,1.932,1.97,1.912
2827,2022-03-05,1.943,1.976,1.925
2828,2022-03-06,1.95,1.974,1.929
2829,2022-03-07,2.023,2.044,1.972
2830,2022-03-08,2.15,2.159,2.083
2831,2022-03-09,2.282,2.215,2.137
2832,2022-03-10,2.325,2.238,2.16
2833,2022-03-11,2.277,2.23,2.157
2834,2022-03-12,2.276,2.232,2.153
2835,2022-03-13,2.264,2.232,2.158
2836,2022-03-14,2.288,2.246,2.173
2837,2022-03-15,2.294,2.243,2.164
2838,2022-03-16,2.264,2.202,2.124
2839,2022-03-17,2.207,2.17,2.091
2840,2022-03-18,2.15,2.125,2.048
2841,2022-03-19,2.149,2.133,2.056
2842,2022-03-20,2.142,2.126,2.054
2843,2022-03-21,2.167,2.144,2.068
2844,2022-03-22,2.183,2.14,2.064
2845,2022-03-23,2.185,2.149,2.078
2846,2022-03-24,2.181,2.142,2.071
2847,2022-03-25,2.183,2.127,2.051
2848,2022-03-26,2.178,2.14,2.069
2849,2022-03-27,2.172,2.135,2.064
2850,2022-03-28,2.182,2.131,2.054
2851,2022-03-29,2.167,2.112,2.036
2852,2022-03-30,2.129,2.106,2.03
2853,2022-03-31,2.126,2.095,2.025
2854,2022-04-01,2.069,2.063,1.993
2855,2022-04-02,2.056,2.052,1.978
2856,2022-04-03,2.039,2.037,1.967
2857,2022-04-04,2.052,2.054,1.979
2858,2022-04-05,2.039,2.046,1.976
2859,2022-04-06,2.042,2.041,1.967
2860,2022-04-07,2.033,2.047,1.978
2861,2022-04-08,2.01,2.034,1.964
2862,2022-04-09,1.999,2.034,1.965
2863,2022-04-10,1.985,2.017,1.948
2864,2022-04-11,1.999,2.035,1.966
2865,2022-04-12,1.982,2.014,1.941
2866,2022-04-13,1.952,1.999,1.93
2867,2022-04-14,1.972,2.012,1.94
2868,2022-04-15,1.986,2.023,1.954
2869,2022-04-16,2.03,2.025,1.952
2870,2022-04-17,2.02,2.011,1.942
2871,2022-04-18,2.045,2.034,1.964
2872,2022-04-19,2.035,2.032,1.959
2873,2022-04-20,2.039,2.044,1.97
2874,2022-04-21,2.041,2.032,1.963
2875,2022-04-22,2.049,2.025,1.952
2876,2022-04-23,2.061,2.036,1.963
2877,2022-04-24,2.021,2.005,1.936
2878,2022-04-25,2.029,2.011,1.942
2879,2022-04-26,2.02,2.006,1.938
2880,2022-04-27,2.016,2.009,1.936
2881,2022-04-28,2.034,2.024,1.955
2882,2022-04-29,2.046,2.048,1.974
2883,2022-04-30,2.08,2.062,1.993
2884,2022-05-01,2.066,2.045,1.976
2885,2022-05-02,2.078,2.056,1.982
2886,2022-05-03,2.083,2.059,1.985
2887,2022-05-04,2.085,2.05,1.976
2888,2022-05-05,2.088,2.064,1.994
2889,2022-05-06,2.077,2.069,1.999
2890,2022-05-07,2.074,2.093,2.018
2891,2022-05-08,2.059,2.078,2.008
2892,2022-05-09,2.057,2.088,2.017
2893,2022-05-10,2.042,2.098,2.023
2894,2022-05-11,2.024,2.097,2.026
2895,2022-05-12,2.027,2.09,2.014
2896,2022-05-13,2.015,2.094,2.023
2897,2022-05-14,2.034,2.133,2.061
2898,2022-05-15,2.019,2.119,2.047
2899,2022-05-16,2.01,2.121,2.05
2900,2022-05-17,2.009,2.144,2.073
2901,2022-05-18,2.012,2.164,2.092
2902,2022-05-19,2.009,2.164,2.087
2903,2022-05-20,1.978,2.143,2.071
2904,2022-05-21,1.996,2.153,2.081
2905,2022-05-22,1.974,2.141,2.069
2906,2022-05-23,1.985,2.154,2.076
2907,2022-05-24,1.972,2.141,2.069
2908,2022-05-25,1.961,2.124,2.047
2909,2022-05-26,1.985,2.141,2.069
2910,2022-05-27,1.997,2.153,2.08
2911,2022-05-28,2.014,2.186,2.113
2912,2022-05-29,2.027,2.204,2.131
2913,2022-05-30,2.029,2.205,2.127
2914,2022-05-31,2.056,2.227,2.148
2915,2022-06-01,1.936,1.939,1.868
2916,2022-06-02,1.967,1.976,1.904
2917,2022-06-03,1.979,1.997,1.924
2918,2022-06-04,1.972,2.014,1.944
2919,2022-06-05,1.978,2.024,1.954
2920,2022-06-06,1.985,2.015,1.951
2921,2022-06-07,1.997,2.025,1.961
2922,2022-06-08,2.002,2.017,1.943
2923,2022-06-09,2.006,2.012,1.942
2924,2022-06-10,2.014,2.012,1.942
2925,2022-06-11,2.025,2.016,1.946
2926,2022-06-12,2.028,2.015,1.945
2927,2022-06-13,2.029,2.012,1.938
2928,2022-06-14,2.035,2.013,1.943
2929,2022-06-15,2.024,2.007,1.936
2930,2022-06-16,2.019,1.995,1.924
2931,2022-06-17,2.051,1.985,1.923
2932,2022-06-18,2.052,1.981,1.911
2933,2022-06-19,2.048,1.977,1.907
2934,2022-06-20,2.059,1.978,1.915
2935,2022-06-21,2.056,1.953,1.881
2936,2022-06-22,2.051,1.94,1.872
2937,2022-06-23,2.045,1.927,1.859
2938,2022-06-24,2.047,1.909,1.841
2939,2022-06-25,2.036,1.905,1.836
2940,2022-06-26,2.029,1.904,1.836
2941,2022-06-27,2.023,1.904,1.832
2942,2022-06-28,2.003,1.89,1.822
2943,2022-06-29,2.004,1.902,1.831
2944,2022-06-30,1.983,1.9,1.832
2945,2022-07-01,1.978,1.9,1.832
2946,2022-07-02,1.962,1.892,1.824
2947,2022-07-03,1.965,1.893,1.824
2948,2022-07-04,1.966,1.888,1.82
2949,2022-07-05,1.969,1.882,1.814
2950,2022-07-06,1.925,1.878,1.81
2951,2022-07-07,1.913,1.862,1.792
2952,2022-07-08,1.906,1.859,1.789
2953,2022-07-09,1.939,1.866,1.798
2954,2022-07-10,1.907,1.852,1.785
2955,2022-07-11,1.933,1.866,1.796
2956,2022-07-12,1.925,1.864,1.797
2957,2022-07-13,1.938,1.847,1.78
2958,2022-07-14,1.942,1.838,1.772
2959,2022-07-15,1.934,1.828,1.761
2960,2022-07-16,1.952,1.831,1.765
2961,2022-07-17,1.936,1.822,1.756
2962,2022-07-18,1.952,1.831,1.762
2963,2022-07-19,1.94,1.818,1.751
2964,2022-07-20,1.902,1.794,1.725
2965,2022-07-21,1.899,1.793,1.725
2966,2022-07-22,1.887,1.776,1.711
2967,2022-07-23,1.897,1.777,1.709
2968,2022-07-24,1.885,1.768,1.702
2969,2022-07-25,1.904,1.786,1.718
2970,2022-07-26,1.902,1.783,1.715
2971,2022-07-27,1.898,1.785,1.718
2972,2022-07-28,1.895,1.776,1.711
2973,2022-07-29,1.908,1.787,1.723
2974,2022-07-30,1.911,1.777,1.71
